text,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�),sentiment
would wish the severe migrains would stop!!! doc`s prescriptions arent working,morning,46-60,Haiti,11402528,27560,414,negative
"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",noon,60-70,Holy See,801,0,2003,positive
My Life Would Suck Without You - Kelly Clarkson,night,70-100,Honduras,9904607,111890,89,negative
revising for exams,morning,0-20,Hungary,9660351,90530,107,neutral
" you should so host the next logies, i only laughed at your bit really",noon,21-30,Iceland,341243,100250,3,positive
 Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,night,31-45,India,1380004385,2973190,464,neutral
__joy i feel like red lea now,morning,46-60,Indonesia,273523615,1811570,151,positive
 I`d love to but I think the trek from London would be a bit too much,noon,60-70,Iran,83992949,1.63E+06,52,neutral
 hey hey,night,70-100,Iraq,40222493,434320,93,neutral
thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,morning,0-20,Ireland,4937786,68890,72,negative
Is miserable  i feel like im gona cry  sux!,noon,21-30,Israel,8655535,21640,400,negative
 i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,night,31-45,Italy,60461826,294140,206,positive
" LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",morning,46-60,Jamaica,2961167,10830,273,positive
" lol, get watching it again  hehe",noon,60-70,Japan,126476461,364555,347,neutral
 Hope you did great - you certainly spent enough time studying.,night,70-100,Jordan,10203134,88780,115,positive
 btw - downloaded iphone 3.0 sdk,morning,0-20,Kazakhstan,18776707,2699700,7,neutral
Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,noon,21-30,Kenya,53771296,569140,94,negative
" I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",night,31-45,Kiribati,119449,8.10E+02,147,negative
" me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",morning,46-60,Kuwait,4270571,17820,240,neutral
Morning all! Have a GREAT DAY! Off to school I go,noon,60-70,Kyrgyzstan,6524195,191800,34,positive
"now, in a weird mood  muahaz",night,70-100,Laos,7275560,230800,32,negative
 congrats! Photo of dre?,morning,0-20,Latvia,1886198,62200,30,positive
"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",noon,21-30,Lebanon,6825445,10230,667,positive
"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",night,31-45,Lesotho,2142249,30360,71,positive
 ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,morning,46-60,Liberia,5057681,96320,53,neutral
" Oh, and a very good review",noon,60-70,Libya,6871292,1759540,4,positive
_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,night,70-100,Liechtenstein,38128,160,238,negative
I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,morning,0-20,Lithuania,2722289,6.27E+04,43,negative
 its hilarious,noon,21-30,Luxembourg,625978,2590,242,positive
 I love the guy that was standing behind me,night,31-45,Madagascar,27691018,581795,48,positive
Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,morning,46-60,Malawi,19129952,94280,203,positive
lost my DC hat ..,noon,60-70,Malaysia,32365999,328550,99,negative
starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,night,70-100,Maldives,540544,300,1802,neutral
"   In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )",morning,0-20,Mali,20250833,1220190,17,neutral
"Sunny synday morning. Nicole is up later than usual, mommy got some sleep",noon,21-30,Malta,441543,320,1380,neutral
Browsing  find everything about university & interior design.,night,31-45,Marshall Islands,59190,180,329,neutral
I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,morning,46-60,Mauritania,4649658,1030700,5,neutral
 visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,noon,60-70,Mauritius,1271768,2.03E+03,626,neutral
 I am soo excited about your pasadena seminar...if only i can find the confermation email,night,70-100,Mexico,128932753,1943950,66,positive
Ugh I don`t feel well again all of a sudden,morning,0-20,Micronesia,115023,700,164,negative
I want a new phone  I`ve seen too much cellphone commercials (,noon,21-30,Moldova,4033963,32850,123,negative
 we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,night,31-45,Monaco,39242,1,26337,negative
 http://twitpic.com/4vuuy - That`s so cool.,morning,46-60,Mongolia,3278290,1553560,2,positive
school. 39 days !!! so exited. Amazing premier ,noon,60-70,Montenegro,628066,13450,47,positive
  tis very useful indeed esp. for newbies like me!,night,70-100,Morocco,36910560,446300,83,positive
Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,morning,0-20,Mozambique,31255435,786380,40,neutral
 it was just the handle tg,noon,21-30,Myanmar (formerly Burma),54409800,653290,83,neutral
backe backe... MUFFINS!!!,night,31-45,Namibia,2540905,8.23E+05,3,neutral
is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,morning,46-60,Nauru,10824,20,541,positive
lasttt mondayyy of classs,noon,60-70,Nepal,29136808,143350,203,neutral
 yup!  Now I can join in on the nin access fun!,night,70-100,Netherlands,17134872,33720,508,positive
"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",morning,0-20,New Zealand,4822233,263310,18,neutral
 unfair  I wanna go too.,noon,21-30,Nicaragua,6624554,120340,55,negative
Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie,night,31-45,Niger,24206644,1266700,19,positive
Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,morning,46-60,Nigeria,206139589,910770,226,negative
" Aww, that`s sad.  I miss seeing you guys on the big screen.",noon,60-70,North Korea,25778816,120410,214,negative
 I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,night,70-100,North Macedonia,2083374,25220,83,neutral
" eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",morning,0-20,Norway,5421241,3.65E+05,15,negative
 Thank you so much phaoloo !!!!,noon,21-30,Oman,5106626,309500,16,positive
 the hotel should be thankful,night,31-45,Pakistan,220892340,770880,287,positive
"Watching GH. I feel so bad for Carly.  OMG, so **** up.",morning,46-60,Palau,18094,460,39,negative
 rofl that`s what we like to hear,noon,60-70,Palestine State,5101414,6020,847,positive
"Ok I`m frustrated, there is hella dust between the screens of my blackberry",night,70-100,Panama,4314767,74340,58,negative
IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,morning,0-20,Papua New Guinea,8947024,452860,20,negative
 We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,noon,21-30,Paraguay,7132538,397300,18,neutral
"Change of plans, working inside bar tonight",night,31-45,Peru,32971854,1280000,26,neutral
 thanks for following,morning,46-60,Philippines,109581078,298170,368,positive
" Well, good luck then.",noon,60-70,Poland,37846611,3.06E+05,124,positive
at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,night,70-100,Portugal,10196709,91590,111,negative
Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,morning,0-20,Qatar,2881053,11610,248,negative
Undervote is just going on  I`m all overalled up,noon,21-30,Romania,19237691,230170,84,neutral
making german apple slice  nom nom nom,night,31-45,Russia,145934462,16376870,9,positive
Looks like its another night at the office lol,morning,46-60,Rwanda,12952218,24670,525,neutral
My tummy hurts,noon,60-70,Saint Kitts and Nevis,53199,260,205,negative
Got about 2 hours sleep.,night,70-100,Saint Lucia,183627,610,301,neutral
Anybody else experiencing painful slowdowns with facebook?,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,negative
Lol..2 people in falcon..and boo one of them being becca,noon,21-30,Samoa,198414,2830,70,neutral
i really need to earn money... so that i can watch the PCD concert,night,31-45,San Marino,33931,6.00E+01,566,neutral
The poor Pirate had out his last wisdom tooth and is looking really peaky.,morning,46-60,Sao Tome and Principe,219159,960,228,negative
Mozzer cancelled tonight by the looks of it.,noon,60-70,Saudi Arabia,34813871,2149690,16,positive
"waiting for aaron to get into town, and then leave him for work. booo",night,70-100,Senegal,16743927,192530,87,negative
morning tweat tweat twitter,morning,0-20,Serbia,8737371,87460,100,neutral
Headed home ... Charlie`s at the vet,noon,21-30,Seychelles,98347,460,214,neutral
i wanna b maliks from taking the stage,night,31-45,Sierra Leone,7976983,72180,111,neutral
is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :],morning,46-60,Singapore,5850342,700,8358,positive
"bored bored bored! wish i had something to do tomorrow, especially with the weather we`re to have!  not fair",noon,60-70,Slovakia,5459642,48088,114,negative
 well even with her breakdown she was better than the other acts unfortunately! Britain`s got very little talent,night,70-100,Slovenia,2078938,20140,103,negative
about to go to leeds shopping,morning,0-20,Solomon Islands,686884,2.80E+04,25,neutral
" Sadly, I can`t view that site due to region restrictions",noon,21-30,Somalia,15893222,627340,25,negative
"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",night,31-45,South Africa,59308690,1213090,49,negative
Aly & AJ new album this summer. YAY!,morning,46-60,South Korea,51269185,97230,527,positive
_day26 ~ Awwwww have fun with the fam boo boo,noon,60-70,South Sudan,11193725,610952,18,positive
@ lovelytrinkets I like the way you worded that about Rocky Road,night,70-100,Spain,46754778,498800,94,positive
Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.,morning,0-20,Sri Lanka,21413249,62710,341,positive
Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,noon,21-30,Sudan,43849260,1765048,25,negative
I have nothing witty to say,night,31-45,Suriname,586632,156000,4,neutral
 me too.,morning,46-60,Sweden,10099265,410340,25,neutral
Hi ho  hi ho it`s off to work we go,noon,60-70,Switzerland,8654622,3.95E+04,219,neutral
 Thanks for the hint.  http://tinyurl.com/chtx7e.,night,70-100,Syria,17500658,183630,95,positive
" u welcome babe, kill the show! Yuuupp!",morning,0-20,Tajikistan,9537645,139960,68,positive
" Hey, Candis.",noon,21-30,Tanzania,59734218,885800,67,neutral
 I was never a good stereotypical teen,night,31-45,Thailand,69799978,510890,137,negative
I love my Maitu. N she loves me. Happy mothers day mama!,morning,46-60,Timor-Leste,1318445,14870,89,positive
 i am so sorry,noon,60-70,Togo,8278724,54390,152,negative
i want to go to singapore but my mother seems not,night,70-100,Tonga,105695,720,147,neutral
JB on the front of factor x!!!!! wooh contest timeee,morning,0-20,Trinidad and Tobago,1399488,5130,273,neutral
 so u aren`t going to be in Chicago,noon,21-30,Tunisia,11818619,155360,76,neutral
i have problems wih pizza..ii love it too much..i`m so addicted to pizza  and Dot Dot Curve. >,night,31-45,Turkey,84339067,7.70E+05,110,positive
So tired.,morning,46-60,Turkmenistan,6031200,469930,13,negative
had a lovely breakfast with mum...yummy pancakes,noon,60-70,Tuvalu,11792,30,393,positive
 Yay! have fun,night,70-100,Uganda,45741007,199810,229,positive
 Why thank you... Us Mami`s are bringin` sexy back...,morning,0-20,Ukraine,43733762,579320,75,positive
 lucky! that`s awesome,noon,21-30,United Arab Emirates,9890402,83600,118,positive
"Oh god, a moth was living in a **** power outlet!  (Actually, my PowerSquid.)",night,31-45,United Kingdom,67886011,241930,281,negative
"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?",morning,46-60,United States of America,331002651,9147420,36,neutral
Oh is that time for real?,noon,60-70,Uruguay,3473730,175020,20,neutral
So now we`ll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.,night,70-100,Uzbekistan,33469203,425400,79,neutral
